building_density,road_connectivity,public_transport_access,air_quality_index,green_cover_percentage,carbon_footprint,population_density,crime_rate,avg_income,renewable_energy_usage,disaster_risk_index,land_use_type_Commercial,land_use_type_Green Space,land_use_type_Industrial,land_use_type_Residential,urban_sustainability_score
0.9600007841663556,0.701403904716977,0.0677692955903517,0.8557114228456913,0.933555280741542,0.4385607958892217,0.2689707505518763,0.8683855583865133,0.3376483682229171,0.2412117536672484,0.0788253761133541,0.0,1.0,0.0,0.0,0.5739219904408732
0.4880639567773972,0.4108111044162554,0.7238026446910362,0.9979959919839678,0.0347408010728626,0.9341566739727606,0.054842715231788,0.9973825121894264,0.430879624869593,0.2174821885934799,0.7249807041922295,0.0,0.0,1.0,0.0,0.0581217659918505
0.1097743939779983,0.5047901829979947,0.8062233616138753,0.4348697394789579,0.7692307703261465,0.5345237330581963,0.1228614790286975,0.7794488476672501,0.5034011177053346,0.3024139548447832,0.6607035709815555,1.0,0.0,0.0,0.0,0.5004221254925303
0.5481966979704329,0.0071175938959658,0.289554959530567,0.7655310621242485,0.7227116038638043,0.6936278474764463,0.4862720750551876,0.6127944119281673,0.7580244490620458,0.8644586232481463,0.1917074095810344,0.0,0.0,0.0,1.0,0.6447277760787835
0.4545720443767967,0.6920191083090386,0.6643251045700957,0.1082164328657314,0.964016809466691,0.8965372515646243,0.0044150110375275,0.0788966439408217,0.3921566945313627,0.7672727431045366,0.3889225335570375,1.0,0.0,0.0,0.0,0.7547301283727703
0.8447288970437408,0.6616179503772986,0.4267010590993639,0.1082164328657314,0.9307637117764505,0.1463685822457413,0.7742825607064017,0.7271085798636652,0.3306299859047258,0.6811604868348692,0.3128912161881943,0.0,1.0,0.0,0.0,0.7654255290345677
0.0981154837380684,0.0381896729452578,0.889404165907883,0.2565130260521042,0.7622298351289035,0.2292927407345731,0.3914873068432671,0.7089190169010541,0.8271089491152006,0.4571888422374889,0.0945077609139612,0.0,1.0,0.0,0.0,0.7300547487891722
0.4884512256663625,0.3682964931647896,0.8454936989755054,0.783567134268537,0.5203267836372346,0.1067860680329686,0.1440397350993377,0.7759698301407378,0.8500366476298582,0.5078568289468046,0.5849089230324015,1.0,0.0,0.0,0.0,0.5610950958964485
0.1501051674031548,0.979555206176356,0.5255786924489084,0.7655310621242485,0.2040819616379638,0.139129747479527,0.7219922737306843,0.12452730836006,0.2327407945510391,0.2671609571987701,0.993879150640006,1.0,0.0,0.0,0.0,0.3299960265151012
0.3248117344141145,0.4208239367434828,0.6917153090160467,0.7755511022044087,0.545161873942668,0.5123515728150515,0.418598233995585,0.6540537533475257,0.3146818490611221,0.074273328455323,0.5597035926281523,1.0,0.0,0.0,0.0,0.377973638591055
0.7376802989606962,0.5020961979722393,0.8836323200846771,0.1683366733466933,0.7653502893514713,0.3208050827336708,0.4090783664459161,0.295808820834991,0.8253457424165436,0.3310841091043729,0.5453722605236819,0.0,1.0,0.0,0.0,0.6448546885631377
0.4762226670853511,0.910399559759674,0.4958524194795535,0.4268537074148296,0.8957102175876156,0.4228742145460218,0.8074641280353201,0.7606628275696912,0.0793171745997488,0.4956825168797619,0.0403168857729057,0.0,1.0,0.0,0.0,0.7068272290878277
0.3760473501299717,0.7175808164448717,0.3133168554307534,0.2284569138276553,0.7897182882727684,0.9826055181787292,0.5810568432671082,0.2404223309594645,0.3258616087760544,0.0572647562365359,0.1392447865181734,0.0,0.0,0.0,1.0,0.4646330035894149
0.3946437850619326,0.5822834960077401,0.7538995075825973,0.8737474949899798,0.1950783937776517,0.1562083375646834,0.6492825607064017,0.684319896883324,0.4484175768178196,0.0881953863205918,0.5133245151500883,0.0,0.0,0.0,1.0,0.3272132927082455
0.4596437804436079,0.7981865204553741,0.2200969814404983,0.627254509018036,0.599630315212968,0.5406005865107356,0.7404801324503311,0.2950773803295507,0.1870268099578001,0.2630459643663422,0.9853860333453742,0.0,1.0,0.0,0.0,0.3448179041321327
0.7853614093681573,0.8648000857090185,0.3886258518764918,0.5851703406813626,0.3320297871821517,0.0983323051636922,0.0726407284768211,0.0088899257779633,0.1798663157251228,0.3671360182683113,0.8767917303505168,1.0,0.0,0.0,0.0,0.4349159040640057
0.8924781781473898,0.4570036778188571,0.8660031637592456,0.096192384769539,0.0089561471816011,0.3181201496509906,0.4314293598233996,0.6336657150259812,0.4249194346475369,0.3933812587983264,0.3402771406589706,1.0,0.0,0.0,0.0,0.3575964265175407
0.9557568999164864,0.4752381998417591,0.7246446041464419,0.1322645290581162,0.2000340179748104,0.5273045977378331,0.9145971302428256,0.113233552529275,0.7547207607351762,0.1178580998216228,0.5431161201741775,0.0,0.0,0.0,1.0,0.3291418131007943
0.7872491086725816,0.3861112226758109,0.4039115118860377,0.5490981963927856,0.113005219078086,0.9467208706458092,0.9753725165562914,0.6596163957337846,0.8404688468720931,0.2258296031521405,0.5528161850133751,0.0,1.0,0.0,0.0,0.124904008558482
0.3155384938560252,0.967219879856594,0.214773208044309,0.2565130260521042,0.8427427748900224,0.3909059334808,0.8791390728476821,0.9261101795994968,0.9795306910113676,0.2616675211971412,0.6855032578043524,0.0,0.0,0.0,1.0,0.4451809096757913
0.6884355739272946,0.6974695015353026,0.3560507284792836,0.0561122244488977,0.2583384364740045,0.064342687315578,0.2307533112582781,0.9697754718316202,0.0738906495416408,0.067590049159548,0.6879252098222343,0.0,0.0,0.0,1.0,0.2407317759390499
0.4377902160716498,0.0830468649536816,0.284159195289139,0.6853707414829658,0.2845387371568836,0.3878368884600806,0.6456263796909492,0.2359685260412689,0.2166501199858578,0.3261415951884335,0.789957712811114,0.0,0.0,1.0,0.0,0.3220273067805818
0.2547746375253143,0.8633923440720058,0.1761033136491352,0.064128256513026,0.9599986394136468,0.1452370447259683,0.942742825607064,0.809677146995847,0.7568297842721365,0.072178284669256,0.0249708859920974,0.0,0.0,1.0,0.0,0.6302437383711041
0.8412418108317554,0.4806940330617499,0.7435623590328684,0.2364729458917835,0.3789584258195879,0.2295478887672679,0.2827676600441501,0.3536763684867474,0.540705816344939,0.7036263511353129,0.9438786873689864,0.0,0.0,1.0,0.0,0.5040214221824886
0.0384321597750831,0.068566405723652,0.2521127673927545,0.3587174348697394,0.0093362444657355,0.617936382592735,0.5177290286975716,0.900941199792828,0.3276953900106915,0.3861097752842801,0.0700716563435122,1.0,0.0,0.0,0.0,0.2343417190034611
0.9021598761703328,0.5499053546181528,0.4542871004723865,0.8496993987975952,0.2836866374440318,0.0668617218861233,0.598992825607064,0.7878991208188356,0.2055528134676782,0.3267945029710982,0.4762575249439021,0.0,1.0,0.0,0.0,0.3967111461400096
0.4616753988779688,0.4172488634364039,0.3859531360856729,0.3006012024048096,0.119086142024989,0.4644559099105385,0.2191639072847682,0.0738602110758859,0.2804728842360639,0.1264971026741198,0.9197725621933336,0.0,1.0,0.0,0.0,0.198456169254751
0.6374792139518635,0.8781936754501749,0.9823974910993578,0.2645290581162324,0.1025897184744274,0.60930095352084,0.830091059602649,0.407295458477628,0.429348229232449,0.2265121329918681,0.4877687310163272,0.0,1.0,0.0,0.0,0.3092806401197918
0.6596417196089117,0.2039127168347309,0.391187920635543,0.6533066132264529,0.0772601482065535,0.4215587937163678,0.428532008830022,0.3374301998834271,0.1771021513305785,0.2327157672678562,0.0636450553820652,0.0,1.0,0.0,0.0,0.3529748185684311
0.8955126073367004,0.8268688300903255,0.0799600104187619,0.3687374749498998,0.5932013648583416,0.0185284301543618,0.912251655629139,0.7855890489379678,0.9645151047161452,0.9854672561013016,0.2292840462906884,0.0,0.0,1.0,0.0,0.700827452430407
0.6369471778028207,0.5578830157977889,0.0898070183318786,0.2665330661322645,0.1891572422834633,0.9856372873936512,0.0938879690949227,0.4104462538609823,0.1075094843277916,0.8355621405593707,0.5787863319609219,1.0,0.0,0.0,0.0,0.293664239149432
0.6142007550777757,0.0544117573080648,0.5909252224524999,0.3527054108216432,0.3611086487310938,0.3667756183538468,0.5011727373068432,0.6849300202197373,0.9858757583573948,0.0151998922336446,0.0878750767271654,1.0,0.0,0.0,0.0,0.3942679147878783
0.0666706697227656,0.9723630545043056,0.5995383225573204,0.0420841683366733,0.8620476923054394,0.7785418260093729,0.79939293598234,0.6027226452275761,0.8421298667820265,0.6169760351212716,0.423763997228024,0.0,0.0,1.0,0.0,0.6142276279769678
0.5186318105080853,0.5127743693730182,0.4188651738556251,0.4809619238476953,0.4242246730415473,0.3252756250351299,0.0727097130242825,0.97617247687875,0.4232082591475585,0.2559284405911992,0.3291588821003683,1.0,0.0,0.0,0.0,0.3821689284844224
0.1502255581753767,0.2908628166740669,0.4319548448080109,0.1523046092184368,0.915738916957215,0.4747565351445953,0.0096578366445916,0.9382937256368304,0.7400090512767672,0.1043444296878193,0.8153783472973546,0.0,0.0,1.0,0.0,0.4174516654957689
0.7377570251228044,0.4695322243917318,0.0539002176002822,0.406813627254509,0.4978487079109495,0.3881393069599906,0.7936672185430463,0.4278715535702745,0.6716786106516559,0.7057689898150169,0.1101502122652706,0.0,1.0,0.0,0.0,0.5840666694212515
0.5124429000341103,0.858286520081389,0.5166898301235884,0.0060120240480961,0.3987147903419183,0.3421808755710113,0.3331263796909492,0.7239455731117671,0.2132533777881518,0.1315821862437818,0.6829405412316782,0.0,0.0,1.0,0.0,0.3124414658769938
0.6805250562158962,0.304900040404861,0.5048783112059024,0.655310621242485,0.7503823186013264,0.0212554752887142,0.7562775938189845,0.8298973527743031,0.3390905967435512,0.4438221457562739,0.4066714422768349,0.0,1.0,0.0,0.0,0.6350237194022066
0.0416801857964824,0.1925856709505338,0.1495532652879919,0.8957915831663326,0.0729465435826283,0.3596755334070793,0.5378725165562913,0.8993688436097649,0.5132178662119573,0.6323097523261856,0.5878722211148133,0.0,1.0,0.0,0.0,0.2596669884687006
0.0848188832537587,0.1289308500340793,0.1038259737702805,0.3286573146292585,0.0892551709544246,0.8895367876000625,0.965024834437086,0.0680689376525083,0.637993077916271,0.5546132832081899,0.2055706724010724,0.0,0.0,0.0,1.0,0.3197550982101548
0.7166370574452892,0.2978508137318946,0.1235665722181919,0.8296593186372745,0.6519348513205047,0.6902926559092908,0.6949503311258277,0.3021679103041586,0.5430030783874895,0.9778895978830068,0.6098299718983032,0.0,0.0,1.0,0.0,0.5839511548227629
0.0721054321706459,0.7804160594437823,0.1010137665757631,0.8416833667334669,0.4868477635409585,0.1449184921558114,0.1560430463576159,0.3203311344381603,0.4730655177987778,0.7859387298189204,0.674117911346423,0.0,0.0,0.0,1.0,0.5579281446086308
0.0712774480891709,0.4717534808966644,0.6098868948983379,0.2545090180360721,0.7904217598581771,0.5909808116209126,0.1325883002207505,0.4346224436731097,0.4432175096501186,0.7743856177558572,0.0702412116672468,0.0,0.0,1.0,0.0,0.7573072614676191
0.0121023341102571,0.2274180586924597,0.1965044228117422,0.0881763527054108,0.9163185941673954,0.8922796874353079,0.8440259381898454,0.1692661853072549,0.4983534179839616,0.3556471852485999,0.8245169625035574,0.0,0.0,1.0,0.0,0.4696853438540322
0.9569241415597938,0.1660735860673881,0.2514727897806637,0.4348697394789579,0.3882416218740597,0.6999404995842634,0.1710126931567329,0.4964231428689541,0.4344129742343585,0.0083307886953192,0.8614347881455893,0.0,0.0,0.0,1.0,0.1654262971793586
0.7378316497347882,0.332748123046986,0.1735852139314501,0.468937875751503,0.5963529538153177,0.1481824413821068,0.695364238410596,0.6635418398941219,0.5414375021155444,0.7345898232582715,0.0635622589340602,0.0,0.0,0.0,1.0,0.6716178387167104
0.3534001932282518,0.9404171979579312,0.9581462106001374,0.2705410821643286,0.5006081863921235,0.8678632512510134,0.4811672185430464,0.4975819476093598,0.8882416862102365,1.0000000000000002,0.6033123663566535,0.0,0.0,1.0,0.0,0.5803843135487181
0.2966586092212226,0.3430534005781558,0.854889170691454,0.3346693386773546,0.981679826613767,0.3011552923415026,0.5445640176600441,0.6661223101522444,0.6329760561247868,0.4059477703990019,0.5941343912758675,1.0,0.0,0.0,0.0,0.6915833957167916
0.3498504031104669,0.9886545417658604,0.230529524426929,0.9619238476953909,0.8311042456030632,0.4538004108056352,0.2154387417218543,0.0663751883125636,0.7228062027478592,0.9857816456355634,0.0124555676487814,0.0,1.0,0.0,0.0,0.8657545954070858
0.7749936904780438,0.4853681953501008,0.3276378454224835,0.4729458917835671,0.9117839794360156,0.5259204091803272,0.6298979028697571,0.8764553051918705,0.5976146880536766,0.1416881359802441,0.3424148953492045,0.0,0.0,0.0,1.0,0.5031726293778622
0.66165932432789,0.1790626404137686,0.209919705446089,0.1843687374749499,0.2541709065057161,0.850524524823482,0.6763934878587196,0.9395788087169132,0.6431688035688898,0.2965443189138408,0.9691297378351564,0.0,1.0,0.0,0.0,0.0738156691344414
0.1852680321087318,0.8915948196104558,0.4920099101622201,0.0080160320641282,0.7725270699062127,0.9316854906867754,0.4862030905077263,0.6182050276198461,0.5784731609223817,0.1707166947545388,0.5555653092920549,1.0,0.0,0.0,0.0,0.3895684592184522
0.1741767648997326,0.46047368694652,0.0195651328907738,0.3106212424849699,0.2653076926449144,0.929729425456287,0.4145281456953642,0.8818625393213494,0.0267528745854652,0.4752678864746199,0.933408036086144,1.0,0.0,0.0,0.0,0.0991488485463536
0.0984286948436096,0.7099843563863861,0.6715701245502715,0.4889779559118236,0.2085584084406132,0.0073479850785937,0.7007450331125827,0.1314224854178336,0.999902731065392,0.7971812891081022,0.6757851802126406,1.0,0.0,0.0,0.0,0.5777406996391956
0.6605909479891343,0.9842386031591536,0.5233039804268852,0.719438877755511,0.944323091527281,0.9219592818150965,0.787251655629139,0.7978650468749897,0.0334984900427109,0.3407084720616744,0.0283911187098288,0.0,0.0,0.0,1.0,0.5880861068377836
0.7647081525889049,0.0499733410134755,0.8989273536901854,0.1603206412825651,0.0190582062227632,0.0538151646630437,0.2861479028697571,0.119116543904185,0.39519261632517,0.9064654801294644,0.07772446267049,1.0,0.0,0.0,0.0,0.6718727682889596
0.2651551558485716,0.0965288788671519,0.1644022680629928,0.4929859719438877,0.9654525581328056,0.2653584391509752,0.6664597130242825,0.4081692725607362,0.1050356554446103,0.5449456977457512,0.7223295609623743,0.0,0.0,0.0,1.0,0.6467151554795934
0.0209428328871966,0.7207781770178656,0.8043617723043729,0.6853707414829658,0.149058278112716,0.5147572412769446,0.6379690949227372,0.3239219969515486,0.0968449094203691,0.4655130553890995,0.5546821564857258,1.0,0.0,0.0,0.0,0.3833384611137645
0.0821973446854353,0.2818038968487956,0.7922089272263677,0.9859719438877754,0.8194541031308499,0.4796691034232903,0.4830298013245033,0.5858680957628218,0.7937427487659807,0.7872323928035108,0.1271736183919527,0.0,1.0,0.0,0.0,0.7868988384712676
0.9682879364898784,0.1842041311003697,0.1271766412961134,0.2725450901803607,0.2757604453262428,0.6045456415303618,0.6343818984547461,0.3016032737745024,0.4259836130880142,0.1014100136677094,0.6141899079552751,0.0,1.0,0.0,0.0,0.2222895501877004
0.2955673100359062,0.0391514259172086,0.3986577363355116,0.7715430861723446,0.3505647276406442,0.4791892879980206,0.7850441501103752,0.6376240440645575,0.8013577762684698,0.7739445649040272,0.810457016222453,0.0,0.0,1.0,0.0,0.4058719846360517
0.7695608409934531,0.0216225799110152,0.1701644123140354,0.1242484969939879,0.2165762131887953,0.9344557256988524,0.084023178807947,0.3675195132107956,0.2727784983094629,0.2429659965653155,0.7531396957961431,0.0,1.0,0.0,0.0,0.1408194835609496
0.6249356120617637,0.7748492315962415,0.2547643876126815,0.9599198396793588,0.5854533987160473,0.24011494539277,0.3213990066225166,0.8612483223343622,0.2564478049219041,0.2808392467694869,0.2462101453387004,0.0,0.0,1.0,0.0,0.4788441060565512
0.3821014527850275,0.1342972179764361,0.2632932997457166,0.6132264529058116,0.3479570933846883,0.2736155882880666,0.3355408388520971,0.6341919904610382,0.2512141469201407,0.5995873852875634,0.2582452535301925,0.0,1.0,0.0,0.0,0.4909583090814814
0.2057690324867732,0.4678446815440716,0.5563947866227946,0.2304609218436873,0.6573559529950493,0.9208078796584096,0.1238272626931567,0.2153301206972756,0.616285200264761,0.9021695271037984,0.9680415249901416,0.0,0.0,0.0,1.0,0.5185028876610742
0.1214299042632257,0.6061287871070004,0.4115143245916136,0.2244488977955911,0.0153999088875766,0.0761842699487009,0.4119757174392936,0.3362410113837102,0.8152244139438909,0.5785334999841292,0.887591131492444,0.0,1.0,0.0,0.0,0.3279970232541739
0.6152806285451687,0.4284451217344147,0.9480398735731956,0.0601202404809619,0.0641434441908344,0.6094002629233956,0.9080435982339956,0.847870003135517,0.452330160421894,0.6490995678090205,0.3184006047782904,0.0,0.0,1.0,0.0,0.3760686004475068
0.7749739309651846,0.0268866279220751,0.1263652860181697,0.0120240480961923,0.0994412779536299,0.6816288564638868,0.1979166666666666,0.3866245778257356,0.3792866666595536,0.7767876369029326,0.8242271219362823,0.0,0.0,1.0,0.0,0.2623623494526336
0.6441850346680033,0.7838721718778323,0.9740090628846289,0.8276553106212424,0.4188784669905384,0.5053041128026344,0.6003725165562913,0.5360424657009041,0.9738727224129756,0.2593442488694628,0.1617679616060889,1.0,0.0,0.0,0.0,0.5091155446805611
0.5305313233758234,0.0102802417720491,0.2306733819010896,0.8837675350701402,0.8148106726813173,0.6941340395189125,0.1114100441501103,0.6492600267100201,0.1166790143222895,0.8274437108252989,0.1968781227832936,0.0,0.0,0.0,1.0,0.657644769264514
0.0419586350226106,0.7622436864492446,0.7731146005209278,0.0040080160320641,0.888216460165916,0.1722705249617229,0.4830987858719647,0.3479289495773354,0.4867166023793904,0.4180328652246875,0.1812296926613188,0.0,1.0,0.0,0.0,0.7956602504743788
0.968916964774988,0.8937609118580249,0.3390458083833599,0.6132264529058116,0.2446384358879951,0.8526517277658107,0.8765866445916114,0.2940623945085513,0.4085380935477991,0.1756471102304067,0.0877342033898458,1.0,0.0,0.0,0.0,0.3131297043459504
0.7990652778032972,0.4329367471441647,0.1430828858519835,0.4849699398797595,0.574305428090481,0.1395173246028783,0.4186672185430463,0.4754583348584331,0.0980435704264719,0.3501680328478268,0.854857369611926,0.0,1.0,0.0,0.0,0.4286025858227179
0.2929433781741118,0.5357195029974731,0.8581621352742054,0.1102204408817635,0.7683642755896686,0.4004972559800697,0.3180187637969095,0.2149125199737423,0.26819041900189,0.2461461747849472,0.5789265050975815,0.0,1.0,0.0,0.0,0.6087207252391313
0.980403730744418,0.4771146917985844,0.3089253470665669,0.1442885771543086,0.2886715522134522,0.0747012597921575,0.2590369757174393,0.2842879023509582,0.0283282416352205,0.2287228241779567,0.2590065439323228,1.0,0.0,0.0,0.0,0.4611850444813575
0.6021432866892649,0.3892713715862688,0.6590527680202752,0.0180360721442885,0.4088892456714006,0.5450028530740416,0.1400386313465783,0.0620091602195023,0.8772059359673261,0.2825904856943315,0.8488329839176557,1.0,0.0,0.0,0.0,0.3890690370287606
0.5826755182267536,0.8878763615866605,0.5666059540642916,0.1202404809619238,0.5238933901592896,0.6696298301820809,0.7864238410596026,0.3040606356492521,0.6079855378982313,0.1809240014210903,0.8028147630604682,1.0,0.0,0.0,0.0,0.348281175896298
0.748401267587852,0.8943904199599371,0.471882619336108,0.9879759519038076,0.1346665123914686,0.9413067522622188,0.6135485651214128,0.3208054997762004,0.8152435301795269,0.6678582680156713,0.1009678071442307,1.0,0.0,0.0,0.0,0.3929075574757457
0.812126803276775,0.3358374218309687,0.495954920961603,0.0981963927855711,0.0257382718049148,0.7392717673971876,0.680394591611479,0.9623578104152648,0.5216533791102984,0.5801188389922506,0.6442731062670767,1.0,0.0,0.0,0.0,0.1787310835396917
0.656765098945885,0.6153088893929132,0.7324631460575096,0.2424849699398797,0.1526033519064154,0.5408916476093286,0.8201572847682118,0.5900078270254321,0.5996422546442592,0.6485919417333988,0.7219841324512152,0.0,1.0,0.0,0.0,0.3503458225761915
0.1281422794285797,0.9273902219609476,0.0877534002852812,0.3486973947895791,0.6268065259166914,0.9326957605080194,0.7092301324503311,0.7877919068752843,0.7010304522433954,0.3437725320785185,0.7159765692873393,1.0,0.0,0.0,0.0,0.2705088168389669
0.3384094859663787,0.962568609283168,0.6683815671658374,0.9478957915831664,0.0733898515882713,0.4781791496005998,0.3415424944812362,0.0452969037449598,0.9082766202210056,0.7699241477658124,0.7232935218233565,0.0,0.0,0.0,1.0,0.4261845288157829
0.9284934780124734,0.5091153104417347,0.896099453255318,0.0,0.1895059977656746,0.5610092752592956,0.7614514348785871,0.1064967186300507,0.0916661223639759,0.1295847077486419,0.1694888865152571,0.0,0.0,1.0,0.0,0.4183939421073494
0.2247059782113415,0.452937238227032,0.0577572960099002,0.9559118236472944,0.3377120750207514,0.5959279965591324,0.2974613686534216,0.814964368234215,0.3309654153560308,0.5712608203207686,0.3151490417425092,1.0,0.0,0.0,0.0,0.3541130477352506
0.3723243988568416,0.2786707646247533,0.1406539075754976,0.8817635270541081,0.0776430478256756,0.4096713281705124,0.3215369757174393,0.6238508775357618,0.7092056766334731,0.2754778735565685,0.8443554918180571,1.0,0.0,0.0,0.0,0.1424911664041376
0.4322614652862895,0.9593794949910002,0.7168512420498667,0.0741482965931863,0.1915095604997458,0.838491704354925,0.6875689845474613,0.1909978016708063,0.9586371871023508,0.5277194071857372,0.8985804550729052,0.0,1.0,0.0,0.0,0.2908934377900057
0.4395929000057412,0.1426846399833022,0.4373948658905969,0.3787575150300601,0.9113159067886284,0.1847010188075947,0.4862720750551876,0.4049523246760774,0.9811037026199348,0.323678243597964,0.279243712568043,1.0,0.0,0.0,0.0,0.7066869111925185
0.6132063013983843,0.5800411912078307,0.4036490278075773,0.156312625250501,0.0190529199999686,0.554641098827699,0.865273178807947,0.5389177969982699,0.6382520183883527,0.7907094819616557,0.0230189553913563,1.0,0.0,0.0,0.0,0.4335255055991839
0.94349248395247,0.2825297274547324,0.1369658028014987,0.68937875751503,0.6533935394784903,0.7221561587682495,0.3883830022075055,0.8440564287977153,0.1935564771961592,0.8915033633219523,0.859947300880975,1.0,0.0,0.0,0.0,0.4369544650074057
0.2407903794164394,0.2789849842370112,0.5069096476827255,0.907815631262525,0.3842823779598884,0.904033699646197,0.9137693156732892,0.0603415677565214,0.1191349446188786,0.7427628583042863,0.3771678315820403,0.0,1.0,0.0,0.0,0.5026122431488604
0.1215449146115578,0.40504364781879,0.126540521790842,0.6753507014028055,0.6726166527600714,0.8839610665034432,0.3790011037527593,0.5970059076223363,0.9463249799264002,0.175575105437122,0.3295292519298433,1.0,0.0,0.0,0.0,0.3602120985937988
0.1975485286054573,0.9993317332916808,0.4767486134927003,0.8977955911823646,0.5886321180347361,0.5085050481253804,0.0613962472406181,0.7173989642017291,0.433988961725056,0.2748916030555036,0.3470691671719104,0.0,0.0,1.0,0.0,0.4538515772031431
0.8873160461620841,0.0547680389493999,0.7638524469863517,0.3787575150300601,0.2233194654974116,0.6430257816860526,0.0668460264900662,0.9784271030883492,0.1947745559045958,0.9195990136584988,0.4157807644839555,0.0,1.0,0.0,0.0,0.4426553073001468
0.6460924596223587,0.578752427711033,0.258309590878352,0.3667334669338677,0.8472346105735448,0.3939176776102303,0.0068984547461368,0.8075826158567316,0.934168629913827,0.4372993060372119,0.3783428694137709,0.0,0.0,1.0,0.0,0.5742166474432007
